Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Grades
22.0,0,1,50953.0,1,99.0,0,12.0,3,1,0,2,1,1,2,2,2,0,30.0,1,8.0,1,0,10.0,1,1,1,1,1,1,0,0,2.0,2,1
22.0,0,3,50000.0,0,93.0,1,17.0,1,1,1,1,0,2,1,2,0,1,84.0,0,6.0,0,0,3.0,0,0,0,1,2,1,1,0,1.0,2,1
22.0,1,0,75000.0,2,76.0,1,20.0,5,0,0,0,0,2,2,0,0,2,72.0,0,8.0,2,2,5.0,0,2,1,1,1,0,0,1,6.0,2,1
19.0,0,1,30000.0,2,84.0,2,5.0,0,1,1,0,0,0,1,2,0,1,31.0,1,4.0,0,0,3.0,1,1,1,0,0,1,1,2,1.0,0,0
19.0,0,1,30000.0,0,72.0,2,7.0,1,0,2,2,1,2,1,2,1,0,29.0,1,7.0,0,1,10.0,1,0,1,1,1,1,1,2,2.0,1,1
20.0,0,2,50000.0,2,71.0,2,19.0,3,0,2,1,1,0,1,1,2,1,39.0,0,5.0,0,0,2.0,0,0,0,0,0,0,1,0,3.0,1,0
18.0,0,0,30000.0,0,70.0,2,12.0,4,0,0,1,0,0,1,1,1,1,27.0,1,7.0,2,0,2.0,0,0,1,1,0,0,0,2,6.0,2,1
18.0,0,3,75000.0,0,80.0,1,20.0,1,1,0,0,1,0,1,1,2,1,30.0,1,4.0,1,0,4.0,1,0,0,1,2,1,1,1,5.0,0,1
21.0,1,2,50000.0,2,94.0,2,5.0,1,0,2,1,1,0,0,2,2,0,66.0,0,7.0,0,0,3.0,1,2,0,1,2,1,0,1,2.0,0,0
19.0,0,0,30000.0,0,89.0,0,11.0,2,0,0,1,0,2,0,2,1,1,60.0,0,7.0,1,2,3.0,1,1,1,0,0,1,0,0,6.0,0,0
21.0,1,2,30000.0,1,98.0,2,11.0,5,1,1,2,1,0,1,1,0,0,57.0,1,9.0,1,2,10.0,1,1,0,1,1,0,1,1,3.0,2,1
22.0,1,1,75000.0,0,85.0,1,14.0,2,1,1,0,1,0,1,2,2,1,82.0,1,5.0,2,0,4.0,0,1,1,0,1,1,0,1,2.0,0,1
18.0,0,1,40000.0,2,70.0,2,8.0,3,0,1,1,1,0,0,0,2,0,58.0,1,7.0,0,2,8.0,1,0,0,0,1,1,1,1,3.0,2,2
18.0,1,3,30000.0,2,81.0,2,7.0,2,1,1,0,0,2,1,2,2,1,20.0,0,7.0,0,1,2.0,1,2,0,0,1,0,1,2,5.0,2,1
21.0,0,2,50953.0,2,89.0,2,12.0,3,1,0,0,1,1,2,0,1,0,34.0,0,7.0,0,2,8.0,0,0,1,0,2,1,0,1,3.0,2,1
19.0,0,1,50000.0,2,87.0,1,14.0,5,0,2,2,1,0,1,0,2,1,61.0,1,7.0,1,2,10.0,0,2,0,1,1,0,1,2,3.0,1,1
20.0,1,1,30000.0,1,77.0,1,12.0,2,1,1,1,0,0,0,1,1,0,77.0,1,5.0,2,1,10.0,0,0,1,0,2,1,0,1,4.0,1,1
22.0,0,0,40000.0,1,88.0,2,17.0,0,0,1,1,1,2,1,0,0,1,48.0,1,7.0,1,2,6.0,0,0,0,1,2,0,0,0,1.0,1,1
20.0,0,1,50000.0,2,84.0,2,5.0,4,1,2,2,0,0,2,0,2,1,60.0,1,5.0,0,1,2.0,0,0,1,0,1,0,1,1,3.0,1,1
19.0,1,3,40000.0,2,95.0,1,12.0,3,1,2,0,0,0,2,2,1,0,98.0,1,9.0,1,0,4.0,0,1,0,0,2,0,1,1,3.0,2,2
20.0,1,1,75000.0,2,99.0,2,15.0,5,1,2,0,0,1,0,1,2,2,30.0,1,8.0,0,1,10.0,1,2,1,0,2,1,0,1,2.0,0,0
18.0,1,3,75000.0,1,99.0,1,12.0,2,0,2,2,0,1,1,1,1,1,81.0,1,4.0,1,0,4.0,1,2,1,1,0,1,1,2,5.0,1,0
19.0,0,3,75000.0,1,98.0,1,12.0,1,1,1,2,1,1,2,0,2,1,78.0,1,8.0,0,2,3.0,0,2,1,0,1,1,0,2,5.0,0,0
20.0,0,3,40000.0,1,94.0,1,15.0,1,1,0,0,0,0,2,1,2,2,84.0,1,5.0,0,1,9.0,0,2,0,0,2,1,0,0,2.0,2,1
21.0,1,3,50000.0,2,90.0,1,8.0,1,1,1,2,0,0,1,1,1,1,48.0,0,9.0,0,0,8.0,1,1,1,1,2,1,0,0,1.0,2,1
19.0,1,0,30000.0,0,76.0,1,10.0,5,1,2,0,1,2,2,0,2,2,82.0,1,7.0,2,1,3.0,0,2,0,1,2,0,1,2,3.0,2,1
20.0,0,3,50000.0,1,99.0,0,18.0,4,1,1,2,1,1,0,0,1,1,77.0,1,6.0,0,1,9.0,1,1,1,0,2,1,1,2,3.0,2,2
19.0,1,2,60000.0,1,85.0,2,18.0,1,1,2,0,1,0,0,1,1,2,32.0,0,5.0,1,0,3.0,0,1,1,0,1,1,0,2,6.0,2,0
20.0,1,3,75000.0,2,95.0,0,15.0,5,1,0,0,0,1,2,2,1,0,34.0,1,9.0,0,1,5.0,0,1,1,1,2,0,0,1,1.0,1,2
20.0,0,0,60000.0,0,85.0,0,15.0,2,1,0,1,0,0,0,1,1,0,82.0,0,8.0,0,0,2.0,0,1,1,1,0,0,0,1,3.0,2,1
19.0,1,2,40000.0,0,76.0,0,14.0,0,0,1,1,1,2,2,1,1,1,70.0,1,6.0,1,0,6.0,1,2,0,1,0,0,1,1,3.0,1,1
18.0,1,1,75000.0,2,99.0,2,17.0,3,1,1,0,0,1,0,1,1,1,73.0,1,9.0,0,1,2.0,1,1,1,0,0,1,0,0,3.0,1,1
19.0,1,3,50000.0,1,94.0,1,18.0,5,1,2,0,0,2,0,1,0,2,58.0,0,6.0,2,0,3.0,1,1,1,0,2,0,1,0,1.0,1,1
20.0,0,3,30000.0,2,100.0,1,19.0,4,1,2,0,1,1,2,1,0,1,77.0,0,4.0,1,2,2.0,0,1,0,1,2,0,0,2,5.0,1,1
22.0,0,2,50953.0,2,85.0,2,7.0,1,1,1,2,0,0,1,0,2,1,64.0,1,7.0,0,0,4.0,1,1,0,0,2,0,1,1,4.0,2,1
20.0,1,3,50000.0,1,76.0,0,12.0,0,0,1,0,0,0,2,0,0,0,42.0,1,7.0,1,1,3.0,1,2,1,1,2,0,1,2,1.0,2,1
18.0,0,0,75000.0,2,80.0,2,17.0,3,1,2,2,0,1,1,2,1,1,59.0,0,5.0,1,0,9.0,1,1,0,0,2,1,0,2,3.0,0,0
22.0,1,1,50000.0,0,85.0,2,18.0,3,0,0,0,1,2,1,1,1,1,37.0,0,4.0,2,2,4.0,0,0,1,1,0,1,0,2,4.0,1,2
21.0,1,2,60000.0,0,72.0,1,7.0,1,1,1,0,0,2,1,1,0,2,46.0,0,8.0,0,0,2.0,1,1,0,0,2,1,1,0,2.0,0,2
18.0,1,3,50953.0,2,73.0,2,8.0,1,1,0,0,1,1,2,1,1,0,45.0,1,7.0,2,0,6.0,1,1,0,0,1,1,1,0,6.0,0,1
22.0,0,0,75000.0,2,71.0,1,11.0,5,1,1,1,1,2,1,2,1,1,76.0,0,5.0,0,0,7.0,1,1,1,1,2,1,0,1,5.0,1,2
20.0,0,1,50000.0,1,74.0,0,9.0,0,1,0,1,1,1,1,0,0,1,35.0,0,9.0,2,2,3.0,1,0,0,1,1,0,0,0,6.0,0,2
22.0,1,0,75000.0,2,85.0,2,19.0,1,1,1,2,0,0,2,0,2,1,57.0,1,9.0,2,1,10.0,1,1,1,1,2,0,0,1,1.0,1,1
20.0,0,2,30000.0,0,83.0,2,12.0,3,1,1,1,0,0,2,0,0,0,94.0,0,9.0,0,0,10.0,1,0,1,1,1,1,0,1,4.0,0,0
22.0,0,2,50000.0,1,83.0,0,16.0,3,0,2,0,1,0,1,0,2,0,58.0,0,7.0,0,0,8.0,0,2,1,1,1,0,1,0,1.0,0,1
20.0,0,3,75000.0,2,86.0,0,19.0,5,1,1,0,0,1,1,0,2,2,62.0,0,8.0,1,0,4.0,0,1,1,1,2,1,1,0,2.0,1,0
19.0,0,3,30000.0,2,88.0,2,10.0,5,1,2,1,1,0,0,1,0,2,27.0,1,7.0,2,2,6.0,0,2,0,1,1,1,1,0,4.0,0,0
19.0,0,1,40000.0,1,89.0,2,12.0,2,1,0,1,1,1,1,2,2,2,37.0,1,5.0,1,0,4.0,1,0,0,0,2,1,0,2,5.0,2,2
18.0,1,2,40000.0,1,85.0,2,18.0,2,1,0,0,1,1,0,1,0,1,99.0,1,8.0,0,0,5.0,0,0,1,1,2,0,1,1,1.0,0,2
18.0,1,3,75000.0,0,95.0,2,6.0,2,1,0,0,1,2,0,2,1,0,78.0,1,9.0,0,1,10.0,1,0,1,0,2,1,1,0,6.0,2,1
18.0,0,3,50953.0,0,84.0,1,12.0,1,1,1,2,1,0,0,0,1,1,65.0,1,5.0,2,1,8.0,0,2,1,1,1,1,1,0,6.0,2,0
21.0,1,2,60000.0,1,100.0,1,15.0,1,0,1,1,0,0,1,2,1,2,98.0,0,6.0,1,1,4.0,0,0,1,1,0,1,1,1,4.0,2,1
18.0,1,1,50953.0,2,94.0,2,18.0,1,0,1,0,0,0,0,2,2,2,100.0,0,6.0,0,1,9.0,0,1,0,0,2,0,1,1,4.0,1,0
21.0,1,3,60000.0,0,85.0,0,12.0,5,1,0,0,1,1,0,0,2,1,69.0,1,8.0,1,0,9.0,1,0,0,1,0,1,0,0,6.0,1,0
18.0,1,3,40000.0,1,94.0,2,9.0,3,0,0,0,0,0,0,1,1,0,31.0,1,5.0,2,1,7.0,1,0,1,1,0,0,1,1,2.0,0,0
22.0,1,2,60000.0,2,85.0,2,15.0,0,0,2,1,1,1,1,0,1,2,23.0,1,4.0,0,0,5.0,1,2,0,0,0,0,1,2,3.0,2,1
20.0,1,0,50000.0,1,73.0,2,20.0,4,0,1,2,0,0,2,2,0,1,22.0,0,8.0,2,2,5.0,0,1,0,0,0,1,1,2,1.0,2,2
18.0,0,0,75000.0,2,81.0,0,18.0,0,0,2,0,1,1,0,1,0,1,46.0,1,4.0,0,2,9.0,0,2,1,1,0,0,0,1,3.0,1,0
20.0,0,1,30000.0,1,88.0,1,14.0,1,0,0,0,1,0,2,1,2,1,48.0,1,4.0,2,2,6.0,1,2,0,1,1,1,1,2,2.0,1,0
21.0,1,0,40000.0,0,84.0,2,18.0,1,0,2,2,1,1,1,1,1,2,60.0,1,4.0,0,2,10.0,0,1,1,1,0,0,0,0,3.0,1,1
18.0,1,0,30000.0,2,98.0,1,20.0,3,0,2,2,0,2,1,2,1,2,25.0,1,9.0,0,2,5.0,0,1,1,1,1,0,1,0,3.0,2,2
21.0,0,3,75000.0,0,87.0,0,12.0,3,1,1,0,0,0,2,1,2,1,97.0,0,7.0,2,1,6.0,1,1,1,0,2,1,1,0,4.0,1,2
20.0,1,3,60000.0,0,98.0,0,19.0,1,0,0,1,1,2,0,0,1,0,37.0,1,7.0,2,2,10.0,1,2,0,1,0,0,1,1,4.0,0,2
19.0,0,3,30000.0,2,87.0,2,19.0,4,0,1,2,1,0,1,1,2,1,56.0,0,6.0,0,0,2.0,0,1,1,1,1,0,1,2,1.0,1,0
18.0,1,1,75000.0,1,85.0,1,8.0,0,1,1,0,0,0,2,1,0,0,66.0,0,5.0,0,0,5.0,1,1,0,0,0,0,1,1,4.0,1,2
21.0,0,2,30000.0,2,82.0,0,14.0,1,0,1,2,0,1,2,1,2,2,46.0,1,8.0,0,0,6.0,0,1,0,1,2,1,1,0,4.0,0,0
18.0,0,2,40000.0,2,88.0,0,20.0,2,1,0,0,0,1,0,0,2,1,38.0,1,7.0,1,1,2.0,0,0,0,0,0,0,1,1,2.0,1,2
21.0,1,1,50953.0,1,78.0,2,9.0,5,0,0,0,1,2,1,0,1,2,51.0,0,5.0,2,2,3.0,1,2,1,1,0,0,0,0,2.0,1,0
20.0,0,1,75000.0,0,70.0,2,12.0,2,1,1,0,1,2,0,1,0,2,29.0,1,8.0,0,1,6.0,1,2,1,1,2,0,1,1,1.0,2,0
20.0,0,3,30000.0,2,73.0,2,12.0,3,1,0,0,0,2,1,2,1,2,34.0,0,9.0,1,1,10.0,1,0,0,0,2,0,0,0,3.0,0,0
19.0,1,3,60000.0,2,91.0,1,12.0,3,1,1,2,0,0,2,2,0,2,47.0,0,7.0,2,0,3.0,0,0,1,1,1,0,1,2,3.0,2,0
18.0,0,3,40000.0,1,77.0,0,16.0,5,1,2,0,0,0,0,0,2,0,74.0,0,7.0,0,0,2.0,0,1,0,0,1,1,1,1,5.0,1,0
18.0,0,3,50000.0,0,89.0,0,13.0,0,1,0,0,1,1,2,1,2,1,82.0,1,5.0,0,2,6.0,1,2,1,1,1,1,1,0,5.0,1,2
19.0,0,2,40000.0,2,72.0,1,18.0,3,1,2,0,0,1,1,0,2,1,94.0,0,9.0,1,0,3.0,0,0,1,1,1,1,0,2,1.0,1,0
18.0,0,1,40000.0,2,98.0,1,7.0,1,0,2,1,1,2,2,0,2,1,31.0,1,5.0,0,1,6.0,1,2,0,0,2,1,1,0,5.0,1,1
18.0,0,3,50000.0,1,95.0,1,18.0,1,1,0,2,1,1,2,1,0,2,86.0,0,4.0,0,2,6.0,1,0,1,1,1,1,1,2,6.0,0,0
21.0,0,3,60000.0,0,81.0,0,15.0,1,0,1,2,0,0,1,1,0,1,87.0,1,7.0,0,0,7.0,1,1,0,0,1,0,1,2,3.0,0,1
20.0,0,0,30000.0,1,94.0,2,19.0,3,0,0,2,1,0,1,1,1,0,22.0,1,7.0,1,2,2.0,1,0,1,0,2,1,1,0,5.0,2,1
19.0,1,2,30000.0,2,72.0,2,12.0,1,1,1,1,1,0,0,1,2,0,60.0,0,9.0,1,2,10.0,1,2,0,1,2,0,1,2,6.0,1,1
20.0,1,2,50953.0,2,96.0,2,12.0,1,0,1,1,1,2,1,1,2,0,26.0,1,5.0,1,0,10.0,1,2,1,0,0,0,1,0,2.0,2,1
20.0,0,3,30000.0,0,78.0,1,6.0,0,0,1,0,0,0,1,1,1,2,72.0,0,5.0,1,2,7.0,1,2,0,0,2,0,1,1,2.0,2,0
22.0,0,3,50953.0,1,73.0,0,7.0,3,1,0,1,0,2,1,0,2,2,77.0,1,7.0,1,2,6.0,1,2,1,0,1,0,0,2,3.0,1,2
22.0,0,0,50000.0,0,84.0,2,17.0,3,1,1,2,0,2,1,2,1,0,73.0,0,4.0,0,2,8.0,1,1,1,1,0,1,0,1,5.0,2,0
21.0,0,3,60000.0,2,98.0,2,10.0,2,0,2,0,0,1,0,1,0,1,39.0,1,9.0,1,1,10.0,1,0,1,1,1,0,0,2,4.0,2,2
19.0,1,2,60000.0,1,100.0,1,16.0,0,1,2,0,0,0,2,0,0,1,100.0,1,7.0,2,1,6.0,0,1,0,0,0,0,0,0,1.0,1,1
20.0,1,2,75000.0,0,90.0,0,19.0,4,0,1,2,1,2,2,2,1,1,60.0,0,4.0,1,2,6.0,0,2,0,0,2,1,0,0,4.0,2,2
21.0,1,3,60000.0,1,99.0,2,6.0,0,1,1,1,0,2,1,1,1,0,72.0,1,6.0,2,0,4.0,0,1,1,0,2,0,0,2,3.0,1,1
22.0,0,1,75000.0,0,77.0,2,15.0,3,1,2,1,1,1,1,1,2,1,24.0,0,9.0,1,2,3.0,0,2,1,1,1,0,1,0,6.0,1,1
19.0,0,2,60000.0,2,88.0,2,13.0,2,1,1,1,0,0,2,0,0,1,22.0,0,4.0,0,2,9.0,1,1,1,0,1,0,0,2,4.0,1,2
19.0,0,3,30000.0,2,86.0,1,15.0,0,1,0,0,1,0,2,1,0,2,61.0,0,8.0,2,0,3.0,0,1,1,0,2,1,1,2,3.0,1,1
21.0,1,0,40000.0,0,93.0,0,11.0,2,1,2,1,0,0,2,1,1,1,50.0,1,4.0,1,0,5.0,0,2,0,1,2,1,0,1,3.0,0,2
20.0,0,3,50000.0,0,90.0,2,11.0,1,1,2,0,0,0,2,1,2,0,57.0,0,5.0,1,0,6.0,0,1,1,1,0,1,0,0,4.0,2,2
20.0,0,3,75000.0,1,93.0,1,10.0,1,1,1,0,0,1,1,1,1,2,29.0,0,7.0,0,0,6.0,1,0,0,1,2,0,0,2,4.0,1,1
20.0,1,3,40000.0,0,73.0,0,12.0,2,0,1,1,1,2,0,1,2,0,66.0,0,5.0,2,1,7.0,0,1,0,1,0,0,1,1,5.0,1,2
20.0,0,3,75000.0,0,99.0,2,12.0,1,1,1,0,1,0,1,1,0,0,52.0,0,9.0,0,1,6.0,1,2,1,1,2,1,1,0,2.0,1,0
21.0,1,3,50000.0,1,76.0,2,12.0,0,1,0,0,1,0,1,0,0,1,60.0,1,8.0,0,2,6.0,0,2,1,1,0,1,1,2,1.0,1,0
20.0,1,0,75000.0,2,98.0,1,11.0,5,0,1,0,1,0,1,1,2,0,60.0,0,8.0,2,0,2.0,0,0,0,1,2,1,1,2,6.0,0,2
20.0,0,2,50000.0,2,91.0,0,10.0,1,0,1,1,1,1,0,0,1,1,92.0,1,8.0,0,2,2.0,0,2,0,1,1,0,0,1,6.0,1,2
22.0,1,3,50953.0,1,74.0,1,10.0,3,1,0,2,0,1,1,1,2,0,48.0,0,4.0,0,2,9.0,0,1,0,0,1,1,0,1,2.0,0,2
18.0,0,0,60000.0,2,95.0,2,19.0,5,1,1,0,1,2,1,0,1,1,72.0,0,6.0,0,2,6.0,1,0,0,1,0,0,0,0,3.0,0,2
21.0,0,1,50000.0,1,83.0,0,18.0,5,1,0,0,0,1,2,2,0,0,35.0,1,7.0,2,1,4.0,1,1,1,0,2,0,0,0,6.0,1,1
22.0,1,0,30000.0,0,100.0,1,20.0,3,0,1,0,0,0,0,1,1,2,27.0,1,7.0,0,0,5.0,1,2,0,0,0,0,1,0,4.0,0,1
22.0,1,2,50000.0,2,95.0,1,19.0,2,0,0,0,1,0,0,1,0,1,99.0,0,8.0,2,0,2.0,1,0,1,0,1,1,1,1,6.0,1,0
22.0,1,0,60000.0,2,74.0,1,14.0,1,1,0,2,0,1,0,0,1,1,91.0,1,9.0,0,2,7.0,0,2,0,1,2,0,0,0,5.0,0,0
18.0,1,3,50000.0,1,90.0,1,13.0,5,0,1,1,1,0,0,2,1,1,93.0,0,7.0,2,2,8.0,1,0,1,1,2,1,0,2,4.0,1,1
22.0,0,1,60000.0,0,80.0,0,8.0,5,0,0,2,1,2,0,1,2,2,37.0,0,7.0,1,2,7.0,0,1,0,1,1,1,0,0,1.0,0,1
20.0,0,2,60000.0,1,85.0,0,14.0,3,1,1,1,1,1,2,0,0,1,56.0,0,7.0,0,0,8.0,1,0,1,1,2,1,1,1,4.0,2,0
18.0,1,0,50000.0,0,85.0,2,12.0,1,1,2,0,1,2,1,2,2,1,58.0,1,7.0,0,2,5.0,0,0,1,1,2,0,0,1,4.0,2,1
19.0,1,1,30000.0,0,81.0,1,10.0,0,1,1,2,0,1,1,0,2,2,77.0,1,7.0,0,0,2.0,0,2,1,1,2,1,0,2,5.0,1,2
21.0,1,1,30000.0,1,72.0,1,8.0,2,1,1,1,1,0,2,0,0,1,53.0,1,9.0,2,1,2.0,0,1,1,0,2,1,0,1,3.0,1,2
20.0,1,3,75000.0,1,85.0,2,9.0,1,1,1,2,0,0,0,0,2,2,57.0,0,9.0,2,2,8.0,1,0,0,0,2,1,1,2,6.0,0,2
18.0,1,2,60000.0,1,85.0,0,5.0,4,1,2,0,0,2,0,0,1,1,95.0,1,9.0,1,0,5.0,1,0,1,1,0,0,0,2,1.0,1,2
22.0,1,3,50000.0,1,83.0,1,12.0,2,0,0,2,1,2,1,1,0,0,56.0,0,7.0,0,2,3.0,0,2,0,1,2,0,1,0,1.0,2,0
20.0,0,2,50000.0,1,82.0,0,11.0,0,1,1,2,0,0,1,2,1,2,70.0,1,5.0,0,0,4.0,1,2,0,1,1,1,1,1,5.0,0,1
20.0,0,2,75000.0,2,79.0,2,20.0,0,0,1,0,0,1,1,2,2,2,22.0,1,7.0,1,2,3.0,1,1,1,0,1,1,1,2,2.0,2,0
22.0,0,2,40000.0,2,85.0,1,14.0,4,0,0,2,0,2,2,2,1,1,95.0,1,7.0,1,0,6.0,0,1,0,0,1,0,1,0,2.0,1,2
21.0,0,0,30000.0,0,80.0,0,13.0,3,1,1,0,1,0,0,1,2,1,55.0,1,9.0,1,1,8.0,1,0,1,0,0,0,0,1,2.0,0,1
21.0,0,1,50000.0,0,79.0,0,8.0,1,1,1,1,1,0,1,0,2,2,37.0,0,9.0,2,1,6.0,0,0,0,1,0,1,0,2,5.0,2,1
22.0,1,0,40000.0,0,81.0,0,12.0,0,0,2,2,0,1,1,2,1,1,23.0,1,7.0,1,0,6.0,1,0,1,0,2,0,0,0,6.0,2,0
18.0,0,3,40000.0,2,85.0,1,5.0,5,1,0,0,0,1,1,2,2,2,31.0,1,7.0,2,0,10.0,1,1,1,0,1,0,1,0,3.0,1,1
21.0,0,3,75000.0,2,93.0,2,18.0,3,1,1,1,0,0,1,2,1,2,28.0,1,6.0,2,0,6.0,1,2,0,1,0,0,0,0,6.0,1,1
22.0,1,3,50000.0,0,82.0,1,18.0,5,0,0,0,0,0,1,1,2,1,53.0,1,4.0,2,1,4.0,1,0,0,0,1,1,1,1,4.0,1,1
22.0,1,3,60000.0,1,72.0,2,12.0,0,1,0,2,1,2,0,0,2,1,25.0,1,7.0,2,0,6.0,1,2,1,1,0,1,1,0,5.0,1,1
22.0,1,1,50953.0,2,86.0,2,6.0,0,1,1,1,1,1,0,0,0,1,56.0,1,7.0,0,0,5.0,0,2,1,0,0,1,1,1,3.0,2,0
22.0,1,3,30000.0,0,83.0,1,14.0,0,1,1,0,0,2,1,2,1,1,60.0,0,5.0,2,0,9.0,1,1,1,0,0,1,1,0,3.0,1,2
19.0,1,0,40000.0,2,83.0,0,19.0,5,0,1,1,0,1,0,1,1,0,87.0,1,9.0,0,0,4.0,1,0,0,1,2,1,1,0,2.0,2,2
18.0,1,0,30000.0,0,95.0,1,13.0,1,1,2,0,1,1,0,0,0,1,52.0,0,7.0,2,0,7.0,0,2,1,0,2,0,0,0,5.0,2,2
18.0,1,1,50953.0,0,94.0,2,12.0,1,0,1,2,1,2,0,1,1,0,93.0,0,9.0,0,1,8.0,1,1,1,0,2,0,1,0,4.0,1,1
21.0,1,0,50000.0,1,91.0,0,5.0,1,1,2,2,0,0,1,1,2,2,75.0,1,8.0,1,2,3.0,1,0,1,1,1,0,1,2,3.0,1,1
18.0,1,3,40000.0,0,85.0,2,8.0,3,1,2,1,1,0,1,0,1,2,79.0,0,5.0,0,2,2.0,0,0,1,0,2,0,0,1,2.0,1,0
18.0,0,3,75000.0,0,85.0,2,9.0,1,0,0,2,0,2,1,2,0,2,94.0,0,7.0,0,0,2.0,0,0,0,0,2,1,1,0,3.0,0,1
20.0,0,3,30000.0,1,96.0,2,15.0,2,0,0,0,1,1,0,0,1,2,52.0,0,5.0,0,1,2.0,1,2,0,1,2,1,1,2,4.0,1,0
19.0,0,1,50953.0,0,85.0,1,17.0,2,1,2,0,1,1,0,1,2,0,64.0,0,6.0,0,2,9.0,1,2,0,1,0,0,1,0,6.0,2,2
22.0,0,2,30000.0,2,89.0,1,12.0,3,0,2,0,0,2,0,0,2,0,54.0,1,9.0,2,1,2.0,1,0,1,1,1,1,1,1,4.0,2,2
20.0,1,1,30000.0,1,82.0,2,13.0,2,0,1,0,1,0,2,0,0,2,35.0,0,7.0,1,0,9.0,1,0,1,1,2,0,0,2,3.0,2,2
18.0,1,1,50000.0,0,77.0,0,9.0,2,0,2,0,1,0,2,1,0,1,49.0,0,7.0,2,0,3.0,1,2,0,1,2,1,1,1,1.0,0,1
21.0,1,3,40000.0,2,95.0,2,12.0,2,0,0,2,1,0,2,2,0,0,79.0,0,5.0,0,0,2.0,0,1,0,1,0,1,1,0,4.0,0,2
20.0,1,2,60000.0,0,76.0,0,15.0,3,0,1,0,0,1,1,0,2,2,69.0,0,8.0,0,2,6.0,0,0,0,0,2,0,1,1,3.0,1,1
21.0,1,1,50953.0,2,73.0,2,14.0,1,1,2,1,1,0,1,0,1,2,94.0,1,4.0,1,2,10.0,1,2,1,1,1,1,0,2,6.0,2,1
18.0,0,2,75000.0,2,82.0,1,17.0,1,0,1,0,1,0,2,1,2,0,54.0,0,5.0,1,2,6.0,1,0,1,0,0,1,1,1,2.0,0,2
18.0,1,3,75000.0,2,86.0,1,19.0,1,0,1,2,1,0,0,2,0,2,39.0,1,9.0,2,1,3.0,1,1,1,1,0,1,1,0,3.0,1,0
19.0,0,3,60000.0,0,84.0,1,7.0,3,0,2,1,1,1,2,1,0,1,54.0,1,8.0,0,0,6.0,0,2,1,1,2,1,0,0,4.0,0,1
22.0,0,0,75000.0,2,83.0,0,15.0,2,0,1,2,1,1,0,0,2,2,57.0,1,8.0,2,0,2.0,0,0,0,0,2,0,1,0,4.0,1,0
19.0,1,2,75000.0,2,76.0,2,8.0,1,0,0,2,1,1,0,1,2,0,97.0,1,8.0,1,1,10.0,1,0,0,1,2,1,0,0,1.0,0,0
21.0,1,3,75000.0,2,88.0,2,14.0,2,0,1,0,0,0,2,2,1,0,81.0,1,9.0,1,0,9.0,0,0,0,1,2,1,1,2,3.0,0,2
20.0,0,3,30000.0,2,73.0,0,11.0,1,1,1,2,0,0,2,2,1,2,86.0,1,6.0,2,1,9.0,1,0,1,0,0,1,1,1,1.0,2,2
19.0,1,0,60000.0,1,98.0,0,17.0,1,1,2,0,1,1,1,0,0,2,39.0,1,6.0,2,0,9.0,0,0,1,0,2,1,0,0,1.0,2,2
21.0,1,2,30000.0,0,71.0,0,12.0,3,1,2,2,0,2,1,1,0,0,62.0,1,9.0,0,0,3.0,0,2,1,1,1,0,1,0,1.0,2,1
22.0,1,0,50000.0,2,86.0,1,12.0,2,0,2,0,1,0,0,2,2,0,20.0,0,5.0,1,0,6.0,1,0,0,0,1,1,1,1,2.0,0,1
22.0,1,2,50953.0,1,75.0,0,14.0,5,0,2,2,1,1,1,2,1,1,76.0,1,9.0,0,0,4.0,1,1,1,0,2,1,1,2,2.0,0,2
20.0,0,3,30000.0,0,99.0,2,11.0,2,0,0,0,0,0,0,1,0,1,81.0,1,4.0,0,2,9.0,0,0,1,1,0,0,1,2,4.0,1,2
19.0,1,3,50953.0,2,71.0,0,5.0,4,1,2,0,1,1,2,1,1,1,62.0,1,7.0,0,0,10.0,0,0,0,1,1,0,1,2,3.0,0,0
19.0,1,3,60000.0,1,72.0,2,17.0,0,0,0,0,0,1,0,2,1,2,87.0,0,9.0,0,2,7.0,0,0,0,1,1,1,1,1,3.0,0,2
22.0,0,3,60000.0,0,85.0,2,12.0,4,0,2,2,1,0,1,1,0,0,55.0,0,8.0,1,0,9.0,0,0,1,1,2,0,0,1,6.0,0,2
20.0,0,0,50000.0,2,70.0,1,19.0,3,1,0,1,1,1,2,0,2,1,63.0,0,7.0,0,1,9.0,1,1,0,0,2,0,0,0,4.0,1,1
18.0,1,3,40000.0,0,93.0,2,6.0,4,1,1,1,1,1,0,2,0,1,67.0,1,7.0,2,2,5.0,0,1,0,0,1,0,0,0,5.0,1,0
18.0,1,3,50000.0,1,73.0,2,12.0,2,0,1,0,0,2,1,2,1,0,83.0,0,7.0,2,1,4.0,1,2,0,1,2,1,0,1,6.0,2,1
22.0,0,1,30000.0,1,79.0,2,13.0,5,0,0,0,0,0,1,1,0,1,80.0,0,5.0,2,1,3.0,0,1,1,0,0,0,0,0,2.0,1,0
